age,sex,geo\time	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
Y15-24,F,DE12A	: 	7.9 	6.1 	6.8 	10.2 	10.1 	5.4 	3.6 	3.5 	: 	: 	: 
Y15-24,F,DE12B	: 	7.5 	5.9 	6.7 	8.9 	8.7 	5.0 	3.4 	3.7 	: 	: 	: 
Y15-24,F,DE12C	: 	8.2 	6.5 	6.7 	10.5 	10.7 	5.3 	3.8 	3.8 	: 	: 	: 
Y15-24,F,DE13	5.1 	5.3 	6.7 	4.6 	6.3 	9.5 	8.0 	5.7 	6.0 	4.6 	7.4 	6.5 
Y15-24,F,DE131	: 	3.7 	7.2 	4.8 	5.1 	9.9 	6.7 	5.4 	6.5 	: 	: 	: 
Y15-24,F,DE132	: 	4.3 	6.5 	3.8 	5.1 	8.1 	6.9 	5.0 	5.2 	: 	: 	: 
Y15-24,F,DE133	: 	4.3 	6.3 	4.2 	5.9 	8.5 	7.8 	5.7 	5.7 	: 	: 	: 
Y15-24,F,DE134	: 	5.5 	6.6 	5.2 	6.6 	10.7 	8.0 	6.2 	6.1 	: 	: 	: 
Y15-24,F,DE135	: 	6.4 	6.8 	3.8 	6.1 	9.4 	8.6 	6.2 	5.6 	: 	: 	: 
Y15-24,F,DE136	: 	7.9 	8.1 	5.0 	7.0 	12.1 	9.9 	6.3 	5.9 	: 	: 	: 
Y15-24,F,DE137	: 	6.7 	6.1 	4.8 	5.9 	9.7 	9.6 	6.8 	6.8 	: 	: 	: 
Y15-24,F,DE138	: 	5.5 	7.4 	4.4 	5.8 	8.0 	7.9 	5.5 	6.0 	: 	: 	: 
Y15-24,F,DE139	: 	4.7 	7.0 	4.8 	6.4 	8.9 	7.8 	5.1 	6.2 	: 	: 	: 
Y15-24,F,DE13A	: 	4.1 	4.9 	4.1 	8.7 	8.8 	7.4 	4.9 	6.2 	: 	: 	: 
Y15-24,F,DE14	5.6 	5.7 	7.7 	9.2 	10.1 	13.5 	4.9 	5.0 	4.3 	2.8 	4.3 	4.5 
Y15-24,F,DE141	: 	5.7 	6.9 	8.6 	8.8 	11.9 	4.4 	5.2 	4.0 	: 	: 	: 
Y15-24,F,DE142	: 	4.6 	7.1 	9.3 	10.7 	11.3 	4.0 	4.6 	3.4 	: 	: 	: 
Y15-24,F,DE143	: 	7.3 	10.4 	12.7 	14.9 	16.0 	5.8 	5.7 	4.7 	: 	: 	: 
Y15-24,F,DE144	: 	6.9 	10.0 	11.6 	13.7 	20.0 	6.4 	6.6 	5.6 	: 	: 	: 
Y15-24,F,DE145	: 	6.1 	7.8 	9.7 	9.8 	15.2 	5.2 	5.0 	4.2 	: 	: 	: 
Y15-24,F,DE146	: 	4.9 	5.9 	7.6 	8.4 	12.5 	4.8 	4.6 	4.1 	: 	: 	: 
Y15-24,F,DE147	: 	5.1 	6.4 	5.7 	7.3 	11.6 	4.3 	4.1 	4.5 	: 	: 	: 
Y15-24,F,DE148	: 	4.7 	7.2 	8.3 	8.0 	11.4 	4.5 	4.5 	4.1 	: 	: 	: 
Y15-24,F,DE149	: 	7.4 	10.3 	12.0 	13.4 	16.8 	6.3 	5.8 	5.2 	: 	: 	: 
Y15-24,F,DE2	5.8 	6.4 	5.8 	7.9 	8.1 	10.6 	6.5 	5.0 	4.6 	3.9 	4.3 	5.1 
Y15-24,F,DE21	3.8 	3.9 	4.7 	6.1 	5.9 	9.2 	6.3 	3.2 	3.0 	2.5 	2.5 	3.1 
Y15-24,F,DE211	: 	6.2 	6.7 	9.4 	8.2 	14.7 	13.2 	6.5 	6.3 	: 	: 	: 
Y15-24,F,DE212	: 	5.1 	6.5 	7.7 	7.1 	11.0 	6.2 	3.3 	2.9 	: 	: 	: 
Y15-24,F,DE213	: 	5.2 	6.7 	9.8 	9.2 	13.4 	9.0 	4.2 	4.4 	: 	: 	: 
Y15-24,F,DE214	: 	5.5 	6.2 	8.9 	9.2 	15.8 	10.9 	4.9 	5.2 	: 	: 	: 
Y15-24,F,DE215	: 	2.3 	3.5 	5.9 	5.9 	8.4 	6.7 	3.1 	3.7 	: 	: 	: 
Y15-24,F,DE216	: 	2.3 	3.7 	5.5 	5.0 	8.1 	6.5 	2.9 	3.0 	: 	: 	: 
Y15-24,F,DE217	: 	3.2 	4.4 	5.2 	4.5 	7.3 	6.2 	3.0 	2.2 	: 	: 	: 
Y15-24,F,DE218	: 	2.4 	3.3 	4.3 	4.5 	7.6 	5.1 	2.3 	1.7 	: 	: 	: 
Y15-24,F,DE219	: 	3.2 	3.0 	3.5 	4.3 	8.1 	6.7 	2.8 	3.0 	: 	: 	: 
Y15-24,F,DE21A	: 	2.7 	3.0 	4.4 	4.2 	6.5 	4.5 	2.2 	2.3 	: 	: 	: 
Y15-24,F,DE21B	: 	3.6 	3.5 	5.0 	4.4 	6.3 	4.6 	2.6 	2.3 	: 	: 	: 
Y15-24,F,DE21C	: 	3.3 	3.7 	4.8 	4.3 	7.6 	5.9 	3.1 	3.0 	: 	: 	: 
Y15-24,F,DE21D	: 	3.5 	4.6 	6.4 	6.0 	8.1 	4.8 	2.8 	2.5 	: 	: 	: 
Y15-24,F,DE21E	: 	3.6 	4.0 	5.7 	5.0 	8.7 	5.9 	2.9 	2.4 	: 	: 	: 
Y15-24,F,DE21F	: 	3.1 	3.3 	4.9 	5.8 	8.7 	5.5 	2.9 	2.6 	: 	: 	: 
Y15-24,F,DE21G	: 	4.7 	6.5 	7.6 	7.7 	13.2 	10.5 	4.6 	4.2 	: 	: 	: 
Y15-24,F,DE21H	: 	2.7 	3.5 	4.6 	4.1 	6.2 	4.4 	2.2 	2.0 	: 	: 	: 
Y15-24,F,DE21I	: 	3.5 	3.8 	5.6 	5.5 	9.0 	6.9 	3.7 	3.3 	: 	: 	: 
Y15-24,F,DE21J	: 	3.1 	3.5 	4.6 	5.2 	8.1 	6.9 	3.7 	3.7 	: 	: 	: 
Y15-24,F,DE21K	: 	3.1 	3.8 	5.4 	5.4 	8.3 	6.2 	3.0 	2.8 	: 	: 	: 
Y15-24,F,DE21L	: 	2.4 	3.1 	4.7 	4.4 	5.1 	3.6 	2.1 	2.1 	: 	: 	: 
Y15-24,F,DE21M	: 	2.9 	3.2 	4.9 	4.9 	7.9 	6.3 	2.9 	3.3 	: 	: 	: 
Y15-24,F,DE21N	: 	3.6 	4.1 	5.6 	5.7 	8.3 	4.9 	2.6 	2.6 	: 	: 	: 
Y15-24,F,DE22	6.7 	7.1 	5.0 	7.5 	10.9 	8.6 	7.0 	7.6 	6.6 	3.6 	3.7 	4.0 
Y15-24,F,DE221	: 	9.0 	6.0 	9.4 	14.7 	10.0 	6.8 	7.4 	7.8 	: 	: 	: 
Y15-24,F,DE222	: 	8.1 	6.7 	11.0 	14.9 	11.6 	9.6 	9.2 	7.3 	: 	: 	: 
Y15-24,F,DE223	: 	9.5 	6.6 	11.5 	18.0 	14.0 	8.5 	10.4 	10.2 	: 	: 	: 
Y15-24,F,DE224	: 	7.8 	5.0 	7.7 	11.7 	10.0 	8.1 	9.1 	7.4 	: 	: 	: 
Y15-24,F,DE225	: 	6.0 	4.5 	8.3 	13.2 	10.6 	9.1 	11.0 	8.4 	: 	: 	: 
Y15-24,F,DE226	: 	6.6 	4.6 	7.1 	10.3 	7.9 	6.7 	7.1 	6.1 	: 	: 	: 
Y15-24,F,DE227	: 	5.3 	3.8 	4.6 	7.2 	5.4 	4.9 	5.2 	4.8 	: 	: 	: 
Y15-24,F,DE228	: 	7.7 	5.4 	8.6 	13.1 	10.1 	8.5 	9.6 	7.9 	: 	: 	: 
Y15-24,F,DE229	: 	6.4 	5.2 	7.5 	10.3 	9.2 	7.6 	7.2 	6.6 	: 	: 	: 
Y15-24,F,DE22A	: 	7.6 	5.5 	8.3 	10.2 	7.6 	6.7 	6.6 	6.1 	: 	: 	: 
Y15-24,F,DE22B	: 	5.6 	4.0 	5.5 	7.8 	7.1 	5.3 	5.7 	4.6 	: 	: 	: 
Y15-24,F,DE22C	: 	7.4 	5.2 	6.4 	7.7 	6.1 	4.4 	5.1 	5.3 	: 	: 	: 
Y15-24,F,DE23	5.1 	7.1 	5.2 	7.4 	7.3 	7.8 	3.3 	4.3 	3.2 	2.8 	4.9 	6.4 
Y15-24,F,DE231	: 	13.4 	9.5 	12.7 	12.4 	13.1 	5.4 	6.6 	5.5 	: 	: 	: 
Y15-24,F,DE232	: 	6.9 	5.2 	7.3 	8.1 	8.9 	3.6 	4.9 	4.3 	: 	: 	: 
Y15-24,F,DE233	: 	14.2 	12.7 	19.7 	15.9 	16.8 	4.0 	6.6 	5.4 	: 	: 	: 
Y15-24,F,DE234	: 	7.5 	5.4 	7.4 	7.8 	8.7 	3.8 	4.9 	3.5 	: 	: 	: 
Y15-24,F,DE235	: 	6.6 	3.7 	5.2 	5.3 	5.9 	3.0 	3.9 	3.0 	: 	: 	: 
Y15-24,F,DE236	: 	4.6 	3.4 	5.1 	5.2 	5.6 	2.9 	3.6 	2.7 	: 	: 	: 
Y15-24,F,DE237	: 	8.4 	6.2 	8.2 	7.8 	8.1 	3.1 	4.0 	2.8 	: 	: 	: 
Y15-24,F,DE238	: 	5.3 	3.0 	4.9 	5.1 	5.9 	2.9 	3.3 	2.5 	: 	: 	: 
Y15-24,F,DE239	: 	7.5 	6.3 	8.4 	8.1 	8.2 	3.3 	3.9 	3.2 	: 	: 	: 
Y15-24,F,DE23A	: 	7.6 	6.6 	10.3 	8.6 	8.6 	3.6 	5.1 	3.1 	: 	: 	: 
Y15-24,F,DE24	8.5 	10.2 	8.3 	10.9 	9.3 	15.1 	9.3 	5.7 	6.7 	3.5 	6.7 	5.5 
Y15-24,F,DE241	: 	10.9 	9.9 	13.3 	10.5 	16.4 	8.8 	5.1 	6.6 	: 	: 	: 
Y15-24,F,DE242	: 	10.5 	11.1 	12.7 	10.2 	16.7 	10.2 	6.2 	6.9 	: 	: 	: 
Y15-24,F,DE243	: 	11.1 	10.9 	18.9 	15.4 	25.3 	15.3 	9.2 	11.0 	: 	: 	: 
Y15-24,F,DE244	: 	11.8 	12.2 	17.8 	13.9 	23.0 	12.6 	8.7 	11.2 	: 	: 	: 
Y15-24,F,DE245	: 	7.8 	5.6 	8.1 	7.3 	11.0 	7.2 	4.0 	4.6 	: 	: 	: 
Y15-24,F,DE246	: 	7.3 	5.4 	7.5 	7.3 	12.1 	7.4 	4.3 	5.5 	: 	: 	: 
Y15-24,F,DE247	: 	13.0 	9.5 	11.5 	10.1 	17.2 	11.7 	7.3 	8.0 	: 	: 	: 
Y15-24,F,DE248	: 	9.4 	6.5 	7.5 	6.0 	10.4 	6.5 	3.3 	4.1 	: 	: 	: 
Y15-24,F,DE249	: 	10.9 	8.8 	11.1 	9.4 	15.1 	9.8 	6.8 	7.7 	: 	: 	: 
Y15-24,F,DE24A	: 	11.2 	7.2 	9.5 	9.4 	16.7 	10.4 	5.7 	6.5 	: 	: 	: 
Y15-24,F,DE24B	: 	12.4 	10.1 	12.0 	10.8 	18.2 	9.1 	6.0 	7.0 	: 	: 	: 
Y15-24,F,DE24C	: 	10.3 	8.5 	11.7 	9.7 	14.7 	10.4 	5.7 	6.9 	: 	: 	: 
Y15-24,F,DE24D	: 	12.7 	11.4 	15.4 	12.2 	18.2 	9.9 	7.7 	9.5 	: 	: 	: 
Y15-24,F,DE25	8.3 	7.6 	6.5 	10.1 	7.9 	12.6 	7.2 	3.9 	2.9 	5.5 	4.8 	8.8 
Y15-24,F,DE251	: 	11.5 	9.3 	12.9 	10.7 	18.0 	11.0 	4.6 	3.8 	: 	: 	: 
Y15-24,F,DE252	: 	5.3 	4.6 	7.9 	7.2 	11.2 	6.1 	3.2 	2.6 	: 	: 	: 
Y15-24,F,DE253	: 	10.9 	9.2 	15.3 	12.2 	18.3 	8.8 	5.2 	4.4 	: 	: 	: 
Y15-24,F,DE254	: 	11.1 	9.8 	13.8 	10.5 	15.5 	8.8 	5.0 	3.9 	: 	: 	: 
Y15-24,F,DE255	: 	7.3 	6.3 	9.7 	7.6 	12.6 	7.0 	3.8 	2.7 	: 	: 	: 
Y15-24,F,DE256	: 	6.8 	5.7 	9.1 	7.2 	11.8 	6.7 	3.5 	2.6 	: 	: 	: 
Y15-24,F,DE257	: 	3.8 	3.2 	5.1 	4.6 	8.3 	5.4 	2.8 	1.8 	: 	: 	: 
Y15-24,F,DE258	: 	5.7 	5.2 	7.8 	6.4 	9.9 	5.1 	2.9 	2.1 	: 	: 	: 
Y15-24,F,DE259	: 	4.6 	4.4 	7.8 	6.0 	9.9 	6.2 	3.0 	2.1 	: 	: 	: 
Y15-24,F,DE25A	: 	6.6 	4.9 	8.6 	6.4 	11.8 	7.0 	3.8 	2.7 	: 	: 	: 
Y15-24,F,DE25B	: 	4.3 	3.6 	6.4 	4.8 	8.7 	4.9 	2.9 	2.0 	: 	: 	: 
Y15-24,F,DE25C	: 	6.8 	5.0 	9.7 	6.9 	12.1 	7.5 	3.7 	2.9 	: 	: 	: 
Y15-24,F,DE26	7.8 	8.7 	6.0 	9.8 	12.2 	15.1 	8.7 	6.5 	7.0 	4.8 	7.8 	8.6 
Y15-24,F,DE261	: 	15.0 	9.7 	14.2 	17.5 	20.3 	11.5 	8.9 	10.6 	: 	: 	: 
Y15-24,F,DE262	: 	15.5 	14.5 	19.0 	21.0 	30.4 	13.3 	11.6 	15.2 	: 	: 	: 
Y15-24,F,DE263	: 	6.5 	4.5 	8.4 	12.3 	17.1 	7.9 	5.6 	6.6 	: 	: 	: 
Y15-24,F,DE264	: 	8.0 	5.5 	9.3 	9.9 	13.6 	8.5 	6.3 	6.4 	: 	: 	: 
Y15-24,F,DE265	: 	8.6 	6.9 	12.3 	15.6 	18.7 	10.0 	7.4 	7.8 	: 	: 	: 
Y15-24,F,DE266	: 	8.5 	6.5 	11.6 	14.2 	17.4 	8.8 	7.0 	8.4 	: 	: 	: 
Y15-24,F,DE267	: 	10.1 	7.4 	10.6 	12.8 	15.6 	11.3 	7.8 	7.2 	: 	: 	: 
Y15-24,F,DE268	: 	7.5 	5.5 	9.2 	11.6 	13.0 	7.7 	5.2 	6.2 	: 	: 	: 
Y15-24,F,DE269	: 	9.5 	5.3 	9.2 	12.1 	13.7 	8.8 	7.2 	7.9 	: 	: 	: 
Y15-24,F,DE26A	: 	8.6 	4.7 	7.9 	9.5 	12.6 	8.3 	5.9 	5.2 	: 	: 	: 
Y15-24,F,DE26B	: 	8.8 	6.0 	9.1 	11.5 	11.6 	7.3 	6.0 	6.3 	: 	: 	: 
Y15-24,F,DE26C	: 	6.2 	4.3 	7.2 	9.6 	11.1 	6.8 	4.3 	4.5 	: 	: 	: 
Y15-24,F,DE27	5.1 	5.9 	6.9 	7.2 	7.7 	8.8 	4.9 	6.6 	5.7 	6.1 	4.1 	4.0 
Y15-24,F,DE271	: 	8.8 	11.2 	12.2 	12.3 	14.6 	7.5 	10.2 	8.3 	: 	: 	: 
Y15-24,F,DE272	: 	10.0 	14.3 	11.7 	11.4 	14.8 	6.8 	10.0 	7.6 	: 	: 	: 
Y15-24,F,DE273	: 	10.7 	10.8 	9.8 	10.4 	12.5 	5.3 	8.4 	8.5 	: 	: 	: 
Y15-24,F,DE274	: 	8.8 	8.4 	6.7 	9.5 	13.0 	8.1 	9.2 	8.4 	: 	: 	: 
Y15-24,F,DE275	: 	4.2 	6.1 	6.0 	6.7 	7.6 	4.4 	5.6 	4.2 	: 	: 	: 
Y15-24,F,DE276	: 	4.8 	5.9 	6.5 	7.0 	8.0 	5.3 	7.0 	5.3 	: 	: 	: 
Y15-24,F,DE277	: 	4.3 	5.1 	5.2 	6.2 	7.1 	3.4 	5.3 	4.4 	: 	: 	: 
Y15-24,F,DE278	: 	5.8 	6.2 	8.4 	9.0 	8.2 	4.9 	6.9 	6.3 	: 	: 	: 
Y15-24,F,DE279	: 	6.2 	6.4 	6.7 	7.8 	8.5 	4.8 	6.0 	5.8 	: 	: 	: 
Y15-24,F,DE27A	: 	4.7 	4.7 	4.9 	4.8 	5.7 	3.3 	4.5 	3.9 	: 	: 	: 
Y15-24,F,DE27B	: 	5.4 	6.1 	6.2 	6.1 	6.6 	4.1 	5.2 	3.9 	: 	: 	: 
Y15-24,F,DE27C	: 	4.8 	4.8 	4.2 	5.2 	6.7 	3.8 	5.3 	4.9 	: 	: 	: 
Y15-24,F,DE27D	: 	4.4 	4.6 	5.2 	5.7 	6.8 	3.0 	5.0 	4.7 	: 	: 	: 
Y15-24,F,DE27E	: 	4.7 	5.7 	5.8 	6.2 	6.6 	3.5 	5.2 	4.7 	: 	: 	: 
Y15-24,F,DE3	14.7 	14.2 	15.7 	15.6 	20.0 	19.4 	18.3 	15.8 	16.2 	15.5 	12.9 	13.0 
Y15-24,F,DE30	14.7 	14.2 	15.7 	15.6 	20.0 	19.4 	18.3 	15.8 	16.2 	15.5 	10.9 	7.7 
Y15-24,F,DE300	: 	14.2 	15.7 	15.6 	20.0 	19.4 	18.3 	15.8 	16.2 	: 	: 	: 
Y15-24,F,DE4	14.0 	13.6 	13.1 	17.1 	17.6 	22.1 	20.5 	17.4 	9.8 	10.2 	14.7 	13.9 
Y15-24,F,DE41	15.6 	15.3 	15.5 	19.7 	20.5 	25.3 	31.8 	: 	: 	: 	: 	: 
Y15-24,F,DE411	: 	15.3 	15.1 	18.5 	19.6 	23.4 	25.1 	: 	: 	: 	: 	: 
Y15-24,F,DE412	: 	14.6 	14.4 	19.2 	18.9 	23.3 	27.3 	: 	: 	: 	: 	: 
Y15-24,F,DE413	: 	12.9 	12.9 	16.0 	14.8 	20.6 	30.6 	: 	: 	: 	: 	: 
Y15-24,F,DE414	: 	12.7 	13.9 	19.0 	21.3 	24.0 	32.3 	: 	: 	: 	: 	: 
Y15-24,F,DE415	: 	15.5 	15.9 	19.1 	19.5 	24.3 	33.4 	: 	: 	: 	: 	: 
Y15-24,F,DE416	: 	17.2 	19.0 	25.2 	25.8 	29.0 	33.0 	: 	: 	: 	: 	: 
Y15-24,F,DE417	: 	16.2 	13.1 	16.5 	20.5 	31.3 	32.4 	: 	: 	: 	: 	: 
Y15-24,F,DE418	: 	21.3 	21.9 	25.9 	27.4 	32.6 	38.4 	: 	: 	: 	: 	: 
Y15-24,F,DE42	12.5 	12.0 	10.9 	15.1 	15.5 	20.0 	10.6 	: 	: 	: 	: 	: 
Y15-24,F,DE421	: 	16.0 	13.3 	21.1 	23.3 	28.8 	11.3 	: 	: 	: 	: 	: 
Y15-24,F,DE422	: 	15.3 	14.5 	20.8 	18.9 	21.3 	13.7 	: 	: 	: 	: 	: 
Y15-24,F,DE423	: 	8.0 	6.6 	9.2 	9.3 	16.6 	8.3 	: 	: 	: 	: 	: 
Y15-24,F,DE424	: 	9.5 	8.5 	11.4 	12.2 	16.0 	8.7 	: 	: 	: 	: 	: 
Y15-24,F,DE425	: 	16.0 	15.4 	21.2 	21.8 	24.3 	12.7 	: 	: 	: 	: 	: 
Y15-24,F,DE426	: 	10.5 	8.9 	13.7 	14.9 	20.3 	12.3 	: 	: 	: 	: 	: 
Y15-24,F,DE427	: 	16.8 	16.0 	20.4 	21.1 	23.6 	13.3 	: 	: 	: 	: 	: 
Y15-24,F,DE428	: 	9.4 	8.6 	11.1 	12.2 	15.1 	7.7 	: 	: 	: 	: 	: 
Y15-24,F,DE429	: 	12.6 	12.7 	17.8 	17.1 	24.2 	12.4 	: 	: 	: 	: 	: 
Y15-24,F,DE42A	: 	12.1 	10.9 	13.6 	13.4 	18.6 	9.1 	: 	: 	: 	: 	: 
Y15-24,F,DE5	7.8 	10.5 	9.4 	8.7 	14.9 	17.5 	16.8 	12.9 	10.5 	7.9 	9.6 	9.6 
Y15-24,F,DE50	7.8 	10.5 	9.4 	8.7 	14.9 	17.5 	16.8 	12.9 	10.5 	7.9 	9.6 	9.6 
Y15-24,F,DE501	: 	9.6 	8.1 	7.5 	12.9 	15.8 	15.9 	12.1 	9.4 	: 	: 	: 
Y15-24,F,DE502	: 	14.3 	15.4 	14.3 	24.0 	25.1 	20.9 	16.6 	15.0 	: 	: 	: 
Y15-24,F,DE6	6.7 	6.9 	10.3 	11.4 	12.9 	10.7 	13.3 	5.6 	7.3 	6.8 	8.7 	3.7 
Y15-24,F,DE60	6.7 	6.9 	10.3 	11.4 	12.9 	10.7 	13.3 	5.6 	7.3 	6.8 	8.7 	3.7 
Y15-24,F,DE600	: 	6.9 	10.3 	11.4 	12.9 	10.7 	13.3 	5.6 	7.3 	: 	: 	: 
Y15-24,F,DE7	10.0 	10.7 	9.7 	10.1 	11.3 	11.3 	8.6 	7.6 	4.7 	4.7 	6.5 	9.4 
Y15-24,F,DE71	8.4 	9.2 	9.1 	10.0 	9.9 	10.4 	8.8 	7.8 	4.8 	3.8 	6.1 	9.7 
Y15-24,F,DE711	: 	9.0 	11.0 	12.3 	10.5 	10.5 	9.9 	8.2 	5.1 	: 	: 	: 
Y15-24,F,DE712	: 	11.2 	12.0 	12.6 	11.2 	11.3 	8.3 	7.5 	4.4 	: 	: 	: 
Y15-24,F,DE713	: 	13.1 	12.2 	10.6 	16.3 	17.2 	14.1 	12.1 	6.9 	: 	: 	: 
Y15-24,F,DE714	: 	13.6 	13.0 	11.8 	12.2 	13.7 	11.7 	10.6 	7.2 	: 	: 	: 
Y15-24,F,DE715	: 	6.6 	5.7 	9.3 	10.0 	10.5 	8.3 	6.7 	4.1 	: 	: 	: 
Y15-24,F,DE716	: 	8.4 	7.7 	9.0 	9.7 	9.7 	8.4 	7.4 	4.7 	: 	: 	: 
Y15-24,F,DE717	: 	9.0 	9.1 	10.8 	10.7 	10.6 	9.6 	8.7 	5.1 	: 	: 	: 
Y15-24,F,DE718	: 	6.2 	5.7 	6.0 	5.8 	6.8 	6.0 	5.0 	2.8 	: 	: 	: 
Y15-24,F,DE719	: 	8.4 	8.6 	9.6 	9.1 	10.3 	9.3 	8.5 	5.5 	: 	: 	: 
Y15-24,F,DE71A	: 	7.5 	6.0 	8.0 	7.3 	7.3 	5.6 	5.1 	3.0 	: 	: 	: 
Y15-24,F,DE71B	: 	8.9 	7.6 	10.1 	9.9 	11.4 	11.2 	9.2 	5.4 	: 	: 	: 
Y15-24,F,DE71C	: 	9.5 	9.6 	9.8 	8.7 	8.3 	7.6 	7.3 	3.9 	: 	: 	: 
Y15-24,F,DE71D	: 	6.3 	6.9 	7.6 	7.7 	8.6 	7.3 	6.4 	4.2 	: 	: 	: 
Y15-24,F,DE71E	: 	8.8 	8.2 	9.3 	9.1 	10.4 	9.4 	8.4 	5.3 	: 	: 	: 
Y15-24,F,DE72	13.7 	13.9 	10.8 	12.7 	14.7 	14.1 	10.1 	7.2 	5.3 	4.2 	10.0 	12.2 
Y15-24,F,DE721	: 	13.8 	12.6 	16.7 	16.9 	16.1 	10.8 	8.6 	6.0 	: 	: 	: 
Y15-24,F,DE722	: 	16.8 	11.5 	12.9 	15.3 	14.1 	12.0 	8.3 	6.3 	: 	: 	: 
Y15-24,F,DE723	: 	12.8 	9.1 	9.8 	13.1 	13.3 	10.1 	6.5 	4.7 	: 	: 	: 
Y15-24,F,DE724	: 	12.8 	9.9 	10.0 	12.6 	12.6 	8.0 	5.7 	4.2 	: 	: 	: 
Y15-24,F,DE725	: 	11.9 	9.3 	13.3 	14.9 	13.9 	8.7 	6.1 	5.2 	: 	: 	: 
Y15-24,F,DE73	11.6 	12.3 	10.3 	7.9 	11.7 	11.2 	6.5 	7.0 	4.1 	7.5 	4.9 	5.7 
Y15-24,F,DE731	: 	18.2 	14.9 	11.2 	17.9 	16.0 	8.3 	9.3 	6.0 	: 	: 	: 
Y15-24,F,DE732	: 	9.2 	7.1 	5.5 	6.8 	8.3 	5.8 	6.1 	3.4 	: 	: 	: 
Y15-24,F,DE733	: 	13.0 	12.3 	9.3 	15.1 	13.1 	6.2 	6.9 	3.9 	: 	: 	: 
Y15-24,F,DE734	: 	10.3 	8.6 	6.8 	10.2 	10.3 	5.8 	6.0 	3.6 	: 	: 	: 
Y15-24,F,DE735	: 	11.7 	10.1 	7.6 	11.4 	10.3 	5.8 	6.9 	4.1 	: 	: 	: 
Y15-24,F,DE736	: 	11.3 	9.7 	7.1 	10.5 	9.8 	7.1 	6.8 	3.4 	: 	: 	: 
Y15-24,F,DE737	: 	14.0 	12.2 	9.6 	13.1 	11.7 	6.6 	8.0 	4.7 	: 	: 	: 
Y15-24,F,DE8	9.9 	12.1 	13.6 	17.4 	19.0 	18.4 	16.3 	13.4 	12.6 	8.8 	8.7 	9.7 
Y15-24,F,DE80	9.9 	12.1 	13.6 	17.4 	19.0 	18.4 	16.3 	13.4 	12.6 	8.8 	8.7 	9.7 
Y15-24,F,DE801	: 	9.2 	12.3 	15.7 	16.8 	21.4 	19.1 	14.8 	13.4 	: 	: 	: 
Y15-24,F,DE802	: 	13.1 	15.4 	21.3 	18.9 	19.6 	20.1 	17.6 	15.9 	: 	: 	: 
Y15-24,F,DE803	: 	10.9 	12.2 	16.2 	17.7 	18.4 	16.4 	13.6 	12.6 	: 	: 	: 
Y15-24,F,DE804	: 	12.1 	13.6 	17.5 	17.2 	17.1 	13.0 	11.6 	10.5 	: 	: 	: 
Y15-24,F,DE805	: 	15.0 	17.3 	23.1 	21.2 	19.8 	20.7 	15.9 	14.7 	: 	: 	: 
Y15-24,F,DE806	: 	13.7 	15.2 	19.7 	19.0 	15.9 	14.3 	11.7 	11.3 	: 	: 	: 
Y15-24,F,DE807	: 	9.1 	9.9 	13.0 	16.2 	15.8 	14.2 	11.4 	10.9 	: 	: 	: 
Y15-24,F,DE808	: 	14.8 	15.6 	18.4 	21.4 	20.6 	20.6 	18.5 	17.7 	: 	: 	: 
Y15-24,F,DE809	: 	15.0 	16.1 	18.1 	20.4 	21.0 	16.6 	13.8 	13.2 	: 	: 	: 
Y15-24,F,DE80A	: 	10.7 	12.4 	15.1 	17.0 	14.5 	10.4 	9.0 	8.6 	: 	: 	: 
Y15-24,F,DE80B	: 	11.9 	13.7 	17.2 	18.8 	19.0 	19.6 	17.4 	15.5 	: 	: 	: 
Y15-24,F,DE80C	: 	10.7 	11.8 	14.7 	16.5 	15.4 	17.4 	14.9 	14.4 	: 	: 	: 
Y15-24,F,DE80D	: 	13.3 	14.9 	18.9 	21.2 	23.4 	19.4 	14.2 	13.4 	: 	: 	: 
Y15-24,F,DE80E	: 	12.1 	13.0 	16.1 	19.1 	15.3 	11.6 	8.8 	9.2 	: 	: 	: 
Y15-24,F,DE80F	: 	13.7 	15.8 	22.8 	24.4 	23.9 	18.3 	13.4 	12.9 	: 	: 	: 
Y15-24,F,DE80G	: 	11.4 	12.9 	17.4 	19.0 	13.8 	11.8 	9.6 	10.0 	: 	: 	: 
Y15-24,F,DE80H	: 	11.5 	12.9 	16.4 	20.0 	17.3 	16.5 	14.2 	11.7 	: 	: 	: 
Y15-24,F,DE80I	: 	14.7 	16.0 	18.0 	19.3 	22.1 	20.7 	17.6 	16.8 	: 	: 	: 
Y15-24,F,DE9	9.1 	10.1 	9.6 	12.0 	13.5 	15.0 	9.3 	6.5 	6.4 	6.6 	7.5 	7.9 
Y15-24,F,DE91	9.0 	9.7 	11.4 	13.3 	15.9 	16.9 	8.1 	8.3 	9.1 	8.8 	10.9 	11.2 
Y15-24,F,DE911	: 	8.8 	9.5 	10.7 	12.3 	13.6 	7.6 	8.4 	9.3 	: 	: 	: 
Y15-24,F,DE912	: 	12.4 	13.3 	14.8 	20.3 	18.8 	10.7 	10.4 	9.6 	: 	: 	: 
Y15-24,F,DE913	: 	8.4 	9.4 	11.3 	14.3 	17.0 	8.6 	8.7 	8.5 	: 	: 	: 
Y15-24,F,DE914	: 	9.6 	9.7 	12.3 	14.0 	14.9 	8.1 	7.8 	7.6 	: 	: 	: 
